campaign_id,campaign_name,start_date,end_date,channel,target_segment,budget_idr,revenue_attributed_idr,roi,owner
CAMP-0126,NSI Wellness 2025-Q1,2025-02-16,2025-02-23,apps_push,wellness_premium,28000000,94959157,3.39,Marketing-8
CAMP-0239,NSI Reward 2025-Q1,2025-02-17,2025-03-03,loyalty_program,mass,238000000,926437403,3.89,Marketing-4
CAMP-0057,NSI BBM 2025-Q1,2025-02-19,2025-04-20,apps_push,young_family,10000000,31814141,3.18,Marketing-1
CAMP-0046,NSI Premium 2025-Q1,2025-03-01,2025-03-31,sms_blast,young_family,63000000,155953358,2.48,Marketing-3
CAMP-0028,NSI Reward 2025-Q1,2025-03-03,2025-03-10,kol_influencer,b2b,622000000,2087812484,3.36,Marketing-7
CAMP-0115,NSI Sehat 2025-Q1,2025-03-04,2025-03-18,in_store_promo,young_family,357000000,1024190971,2.87,Marketing-6
CAMP-0029,NSI Premium 2025-Q1,2025-03-12,2025-04-11,loyalty_program,wellness_premium,185000000,805387716,4.35,Marketing-3
CAMP-0042,NSI Senin Hemat 2025-Q1,2025-03-12,2025-03-19,kol_influencer,senior,707000000,2429663349,3.44,Marketing-8
CAMP-0182,NSI Premium 2025-Q1,2025-03-12,2025-05-11,sms_blast,wellness_premium,29000000,71945270,2.48,Marketing-2
CAMP-0012,NSI Senin Hemat 2025-Q1,2025-03-14,2025-03-28,in_store_promo,senior,662000000,1699734375,2.57,Marketing-7
CAMP-0037,NSI BBM 2025-Q1,2025-03-14,2025-04-13,kol_influencer,b2b,708000000,2495757359,3.53,Marketing-7
CAMP-0106,NSI Premium 2025-Q1,2025-03-14,2025-05-13,in_store_promo,b2b,483000000,1321460374,2.74,Marketing-5
CAMP-0286,NSI BBM 2025-Q1,2025-03-16,2025-04-15,kol_influencer,young_family,470000000,1431766855,3.05,Marketing-9
CAMP-0307,NSI BBM 2025-Q1,2025-03-16,2025-05-15,loyalty_program,senior,297000000,1289007584,4.34,Marketing-3
CAMP-0081,NSI Wellness 2025-Q1,2025-03-17,2025-05-16,apps_push,senior,28000000,87719992,3.13,Marketing-4
CAMP-0310,NSI Wellness 2025-Q1,2025-03-18,2025-05-17,sms_blast,mass,45000000,94954032,2.11,Marketing-1
CAMP-0321,NSI Senin Hemat 2025-Q1,2025-03-18,2025-05-02,apps_push,mass,25000000,75838745,3.03,Marketing-11
CAMP-0272,NSI Premium 2025-Q1,2025-03-19,2025-04-02,apps_push,senior,10000000,33613855,3.36,Marketing-6
CAMP-0148,NSI Sehat 2025-Q1,2025-03-20,2025-05-19,loyalty_program,wellness_premium,279000000,1303515750,4.67,Marketing-5
CAMP-0297,NSI BBM 2025-Q1,2025-03-20,2025-04-19,in_store_promo,mass,271000000,783127619,2.89,Marketing-10
CAMP-0279,NSI BBM 2025-Q2,2025-04-01,2025-04-15,kol_influencer,senior,990000000,2610808853,2.64,Marketing-7
CAMP-0133,NSI Sehat 2025-Q2,2025-04-02,2025-05-17,kol_influencer,wellness_premium,550000000,1747988283,3.18,Marketing-3
CAMP-0209,NSI Wellness 2025-Q2,2025-04-03,2025-05-03,sms_blast,senior,73000000,158843851,2.18,Marketing-2
CAMP-0269,NSI Wellness 2025-Q2,2025-04-03,2025-05-03,sms_blast,mass,48000000,110620617,2.3,Marketing-11
CAMP-0095,NSI Premium 2025-Q2,2025-04-04,2025-04-18,in_store_promo,mass,588000000,1670582014,2.84,Marketing-11
CAMP-0188,NSI Senin Hemat 2025-Q2,2025-04-07,2025-06-06,digital_ads,young_family,296000000,563334365,1.9,Marketing-10
CAMP-0191,NSI Premium 2025-Q2,2025-04-07,2025-04-21,sms_blast,mass,79000000,195183426,2.47,Marketing-8
CAMP-0224,NSI Sehat 2025-Q2,2025-04-08,2025-04-22,digital_ads,senior,77000000,172779360,2.24,Marketing-7
CAMP-0102,NSI Sehat 2025-Q2,2025-04-09,2025-04-16,loyalty_program,mass,135000000,552675410,4.09,Marketing-7
CAMP-0324,NSI Reward 2025-Q2,2025-04-10,2025-04-17,sms_blast,young_family,69000000,138588554,2.01,Marketing-9
CAMP-0235,NSI Premium 2025-Q2,2025-04-13,2025-04-27,sms_blast,senior,67000000,146266589,2.18,Marketing-9
CAMP-0230,NSI Premium 2025-Q2,2025-04-16,2025-04-30,kol_influencer,wellness_premium,198000000,519486775,2.62,Marketing-10
CAMP-0281,NSI Senin Hemat 2025-Q2,2025-04-16,2025-04-23,apps_push,wellness_premium,16000000,59476885,3.72,Marketing-12
CAMP-0202,NSI BBM 2025-Q2,2025-04-18,2025-05-18,in_store_promo,b2b,378000000,905447235,2.4,Marketing-1
CAMP-0236,NSI Sehat 2025-Q2,2025-04-18,2025-06-02,digital_ads,senior,154000000,370286060,2.4,Marketing-11
CAMP-0071,NSI Sehat 2025-Q2,2025-05-01,2025-05-08,in_store_promo,mass,455000000,1126199146,2.48,Marketing-9
CAMP-0122,NSI Reward 2025-Q2,2025-05-01,2025-06-15,kol_influencer,young_family,744000000,2303732070,3.1,Marketing-9
CAMP-0203,NSI Senin Hemat 2025-Q2,2025-05-05,2025-05-19,in_store_promo,wellness_premium,629000000,1974240063,3.14,Marketing-8
CAMP-0214,NSI Senin Hemat 2025-Q2,2025-05-05,2025-05-19,loyalty_program,young_family,248000000,913652587,3.68,Marketing-9
CAMP-0074,NSI BBM 2025-Q2,2025-05-07,2025-05-21,apps_push,b2b,14000000,46156323,3.3,Marketing-12
CAMP-0175,NSI Sehat 2025-Q2,2025-05-08,2025-05-15,kol_influencer,b2b,288000000,835438147,2.9,Marketing-1
CAMP-0184,NSI Reward 2025-Q2,2025-05-09,2025-07-08,kol_influencer,b2b,316000000,842194427,2.67,Marketing-2
CAMP-0041,NSI Reward 2025-Q2,2025-05-11,2025-07-10,loyalty_program,senior,336000000,1294775171,3.85,Marketing-10
CAMP-0124,NSI Wellness 2025-Q2,2025-05-11,2025-05-18,sms_blast,wellness_premium,80000000,160887093,2.01,Marketing-12
CAMP-0150,NSI Wellness 2025-Q2,2025-05-11,2025-05-18,in_store_promo,senior,307000000,790407342,2.57,Marketing-4
CAMP-0187,NSI Premium 2025-Q2,2025-05-11,2025-05-25,apps_push,wellness_premium,19000000,59915220,3.15,Marketing-5
CAMP-0145,NSI Sehat 2025-Q2,2025-05-15,2025-05-29,loyalty_program,b2b,279000000,1291231966,4.63,Marketing-4
CAMP-0152,NSI Wellness 2025-Q2,2025-05-15,2025-06-14,sms_blast,mass,42000000,112744442,2.68,Marketing-11
CAMP-0263,NSI Reward 2025-Q2,2025-05-15,2025-06-14,loyalty_program,senior,159000000,691824756,4.35,Marketing-6
CAMP-0014,NSI BBM 2025-Q2,2025-05-16,2025-05-30,digital_ads,young_family,340000000,661654605,1.95,Marketing-3
CAMP-0253,NSI Reward 2025-Q2,2025-05-18,2025-07-17,apps_push,young_family,17000000,66177470,3.89,Marketing-1
CAMP-0160,NSI Wellness 2025-Q2,2025-05-19,2025-06-18,sms_blast,senior,66000000,158050859,2.39,Marketing-6
CAMP-0244,NSI Wellness 2025-Q2,2025-05-19,2025-06-18,loyalty_program,mass,211000000,983894816,4.66,Marketing-7
CAMP-0257,NSI Sehat 2025-Q2,2025-05-19,2025-07-18,sms_blast,b2b,46000000,93546983,2.03,Marketing-4
CAMP-0304,NSI Reward 2025-Q2,2025-06-01,2025-06-08,loyalty_program,senior,234000000,1114472097,4.76,Marketing-9
CAMP-0112,NSI Premium 2025-Q2,2025-06-02,2025-08-01,sms_blast,wellness_premium,79000000,178419598,2.26,Marketing-10
CAMP-0256,NSI Wellness 2025-Q2,2025-06-02,2025-07-02,sms_blast,senior,45000000,96150436,2.14,Marketing-11
CAMP-0291,NSI Wellness 2025-Q2,2025-06-02,2025-07-02,sms_blast,senior,65000000,169899334,2.61,Marketing-12
CAMP-0088,NSI Reward 2025-Q2,2025-06-03,2025-06-10,digital_ads,wellness_premium,391000000,778732084,1.99,Marketing-6
CAMP-0193,NSI Premium 2025-Q2,2025-06-05,2025-07-05,kol_influencer,young_family,785000000,2200870996,2.8,Marketing-7
CAMP-0306,NSI Reward 2025-Q2,2025-06-05,2025-06-19,digital_ads,senior,305000000,674766208,2.21,Marketing-8
CAMP-0180,NSI Reward 2025-Q2,2025-06-06,2025-08-05,apps_push,young_family,21000000,63980365,3.05,Marketing-6
CAMP-0218,NSI BBM 2025-Q2,2025-06-07,2025-06-14,in_store_promo,b2b,474000000,1344785389,2.84,Marketing-3
CAMP-0226,NSI Sehat 2025-Q2,2025-06-07,2025-06-14,in_store_promo,young_family,227000000,613720686,2.7,Marketing-6
CAMP-0072,NSI Sehat 2025-Q2,2025-06-08,2025-06-15,sms_blast,mass,76000000,158382157,2.08,Marketing-1
CAMP-0013,NSI Reward 2025-Q2,2025-06-09,2025-06-16,in_store_promo,young_family,501000000,1533639559,3.06,Marketing-6
CAMP-0131,NSI Wellness 2025-Q2,2025-06-09,2025-06-23,loyalty_program,senior,157000000,729123188,4.64,Marketing-7
CAMP-0241,NSI Reward 2025-Q2,2025-06-10,2025-06-17,digital_ads,wellness_premium,194000000,419390912,2.16,Marketing-2
CAMP-0293,NSI Sehat 2025-Q2,2025-06-11,2025-06-18,apps_push,b2b,22000000,68875780,3.13,Marketing-10
CAMP-0262,NSI Wellness 2025-Q2,2025-06-13,2025-07-28,in_store_promo,b2b,453000000,1074805033,2.37,Marketing-4
CAMP-0223,NSI BBM 2025-Q2,2025-06-14,2025-06-28,digital_ads,wellness_premium,477000000,1167405181,2.45,Marketing-5
CAMP-0290,NSI Premium 2025-Q2,2025-06-14,2025-06-21,apps_push,mass,25000000,89328404,3.57,Marketing-5
CAMP-0129,NSI Sehat 2025-Q2,2025-06-16,2025-08-15,kol_influencer,senior,677000000,1797951410,2.66,Marketing-8
CAMP-0033,NSI Senin Hemat 2025-Q2,2025-06-18,2025-07-18,apps_push,b2b,9000000,32158728,3.57,Marketing-1
CAMP-0138,NSI BBM 2025-Q2,2025-06-19,2025-06-26,kol_influencer,senior,766000000,2344778427,3.06,Marketing-1
CAMP-0273,NSI Wellness 2025-Q2,2025-06-19,2025-07-19,kol_influencer,young_family,723000000,1974442416,2.73,Marketing-4
CAMP-0019,NSI BBM 2025-Q3,2025-07-02,2025-07-09,kol_influencer,mass,996000000,2002192815,2.01,Marketing-2
CAMP-0101,NSI Reward 2025-Q3,2025-07-02,2025-07-16,sms_blast,b2b,58000000,129608852,2.23,Marketing-10
CAMP-0030,NSI Premium 2025-Q3,2025-07-03,2025-09-01,apps_push,wellness_premium,14000000,29232973,2.09,Marketing-11
CAMP-0113,NSI Premium 2025-Q3,2025-07-03,2025-09-01,apps_push,young_family,12000000,34117684,2.84,Marketing-2
CAMP-0105,NSI Wellness 2025-Q3,2025-07-06,2025-07-13,kol_influencer,wellness_premium,304000000,549618204,1.81,Marketing-10
CAMP-0311,NSI Senin Hemat 2025-Q3,2025-07-06,2025-09-04,apps_push,senior,17000000,34580013,2.03,Marketing-12
CAMP-0347,NSI Reward 2025-Q3,2025-07-07,2025-07-21,sms_blast,mass,67000000,107759655,1.61,Marketing-12
CAMP-0002,NSI Wellness 2025-Q3,2025-07-08,2025-07-15,digital_ads,mass,203000000,324113855,1.6,Marketing-7
CAMP-0172,NSI Sehat 2025-Q3,2025-07-08,2025-07-22,sms_blast,b2b,46000000,101799998,2.21,Marketing-12
CAMP-0036,NSI Senin Hemat 2025-Q3,2025-07-10,2025-08-24,kol_influencer,senior,256000000,549262224,2.15,Marketing-9
CAMP-0194,NSI Premium 2025-Q3,2025-07-10,2025-08-09,loyalty_program,senior,229000000,603265751,2.63,Marketing-6
CAMP-0118,NSI Wellness 2025-Q3,2025-07-12,2025-08-26,sms_blast,mass,77000000,107825005,1.4,Marketing-12
CAMP-0116,NSI Sehat 2025-Q3,2025-07-14,2025-07-21,sms_blast,mass,67000000,91975713,1.37,Marketing-6
CAMP-0171,NSI Reward 2025-Q3,2025-07-14,2025-08-28,kol_influencer,b2b,147000000,354105243,2.41,Marketing-7
CAMP-0331,NSI Premium 2025-Q3,2025-07-16,2025-09-14,sms_blast,wellness_premium,38000000,69020935,1.82,Marketing-6
CAMP-0120,NSI BBM 2025-Q3,2025-07-19,2025-09-02,apps_push,wellness_premium,11000000,28094213,2.55,Marketing-9
CAMP-0271,NSI Wellness 2025-Q3,2025-07-19,2025-09-02,loyalty_program,mass,371000000,1095120052,2.95,Marketing-6
CAMP-0280,NSI BBM 2025-Q3,2025-07-19,2025-09-02,digital_ads,senior,337000000,460593398,1.37,Marketing-12
CAMP-0346,NSI BBM 2025-Q3,2025-07-20,2025-07-27,kol_influencer,b2b,469000000,1118026225,2.38,Marketing-12
CAMP-0178,NSI Sehat 2025-Q3,2025-08-02,2025-09-16,in_store_promo,mass,703000000,1648323812,2.34,Marketing-4
CAMP-0215,NSI Senin Hemat 2025-Q3,2025-08-02,2025-09-16,sms_blast,mass,36000000,76054849,2.11,Marketing-8
CAMP-0018,NSI Reward 2025-Q3,2025-08-04,2025-09-18,in_store_promo,b2b,118000000,219121899,1.86,Marketing-6
CAMP-0056,NSI BBM 2025-Q3,2025-08-04,2025-08-18,in_store_promo,senior,732000000,1493583365,2.04,Marketing-2
CAMP-0295,NSI Reward 2025-Q3,2025-08-07,2025-09-21,in_store_promo,b2b,219000000,361005138,1.65,Marketing-2
CAMP-0065,NSI Reward 2025-Q3,2025-08-09,2025-09-08,digital_ads,senior,326000000,420903523,1.29,Marketing-3
CAMP-0063,NSI Wellness 2025-Q3,2025-08-10,2025-10-09,loyalty_program,wellness_premium,346000000,1082738799,3.13,Marketing-3
CAMP-0205,NSI Wellness 2025-Q3,2025-08-10,2025-08-17,loyalty_program,wellness_premium,230000000,749852733,3.26,Marketing-7
CAMP-0201,NSI Reward 2025-Q3,2025-08-11,2025-08-18,loyalty_program,senior,230000000,637405472,2.77,Marketing-10
CAMP-0348,NSI Wellness 2025-Q3,2025-08-12,2025-09-11,digital_ads,wellness_premium,237000000,324433154,1.37,Marketing-12
CAMP-0154,NSI Senin Hemat 2025-Q3,2025-08-13,2025-09-12,apps_push,wellness_premium,10000000,30432177,3.04,Marketing-11
CAMP-0179,NSI Reward 2025-Q3,2025-08-13,2025-09-12,sms_blast,wellness_premium,42000000,75885709,1.81,Marketing-3
CAMP-0149,NSI Sehat 2025-Q3,2025-08-16,2025-08-23,apps_push,b2b,14000000,30291959,2.16,Marketing-12
CAMP-0189,NSI Reward 2025-Q3,2025-08-16,2025-10-15,loyalty_program,mass,244000000,891473071,3.65,Marketing-2
CAMP-0004,NSI Reward 2025-Q3,2025-08-18,2025-09-01,sms_blast,young_family,25000000,39164943,1.57,Marketing-4
CAMP-0016,NSI Wellness 2025-Q3,2025-08-18,2025-09-17,digital_ads,wellness_premium,71000000,138758113,1.95,Marketing-8
CAMP-0099,NSI Wellness 2025-Q3,2025-08-18,2025-09-01,sms_blast,senior,27000000,45397505,1.68,Marketing-12
CAMP-0121,NSI Sehat 2025-Q3,2025-09-04,2025-10-19,loyalty_program,senior,206000000,709223641,3.44,Marketing-11
CAMP-0161,NSI Senin Hemat 2025-Q3,2025-09-06,2025-09-13,apps_push,wellness_premium,28000000,72663630,2.6,Marketing-11
CAMP-0107,NSI BBM 2025-Q3,2025-09-07,2025-10-22,sms_blast,mass,68000000,98406389,1.45,Marketing-6
CAMP-0157,NSI Senin Hemat 2025-Q3,2025-09-07,2025-09-14,sms_blast,mass,69000000,144416924,2.09,Marketing-3
CAMP-0135,NSI Reward 2025-Q3,2025-09-11,2025-11-10,sms_blast,wellness_premium,29000000,39523791,1.36,Marketing-2
CAMP-0159,NSI Premium 2025-Q3,2025-09-11,2025-09-18,apps_push,mass,26000000,75999669,2.92,Marketing-11
CAMP-0061,NSI Senin Hemat 2025-Q3,2025-09-12,2025-10-12,apps_push,senior,28000000,91636953,3.27,Marketing-12
CAMP-0185,NSI Senin Hemat 2025-Q3,2025-09-14,2025-09-28,in_store_promo,young_family,134000000,229922234,1.72,Marketing-2
CAMP-0195,NSI Sehat 2025-Q3,2025-09-14,2025-11-13,sms_blast,b2b,80000000,108427629,1.36,Marketing-3
CAMP-0322,NSI Wellness 2025-Q3,2025-09-18,2025-11-02,kol_influencer,senior,465000000,1190058737,2.56,Marketing-10
CAMP-0108,NSI Wellness 2025-Q3,2025-09-20,2025-10-04,digital_ads,b2b,162000000,282315909,1.74,Marketing-5
CAMP-0254,NSI BBM 2025-Q3,2025-09-20,2025-11-04,loyalty_program,senior,109000000,384302360,3.53,Marketing-8
CAMP-0192,NSI Senin Hemat 2025-Q4,2025-10-01,2025-11-30,in_store_promo,young_family,223000000,455261217,2.04,Marketing-12
CAMP-0292,NSI Senin Hemat 2025-Q4,2025-10-01,2025-10-15,loyalty_program,wellness_premium,167000000,583316494,3.49,Marketing-2
CAMP-0341,NSI Wellness 2025-Q4,2025-10-03,2025-11-02,in_store_promo,b2b,406000000,1049427254,2.58,Marketing-11
CAMP-0210,NSI Premium 2025-Q4,2025-10-06,2025-12-05,kol_influencer,b2b,443000000,944368867,2.13,Marketing-11
CAMP-0144,NSI Wellness 2025-Q4,2025-10-07,2025-11-21,apps_push,mass,19000000,38949802,2.05,Marketing-7
CAMP-0204,NSI Sehat 2025-Q4,2025-10-07,2025-11-06,digital_ads,senior,196000000,260339693,1.33,Marketing-12
CAMP-0208,NSI Premium 2025-Q4,2025-10-08,2025-12-07,loyalty_program,wellness_premium,162000000,503584788,3.11,Marketing-3
CAMP-0294,NSI Reward 2025-Q4,2025-10-08,2025-11-07,loyalty_program,young_family,132000000,379128039,2.87,Marketing-8
CAMP-0229,NSI Reward 2025-Q4,2025-10-09,2025-10-23,kol_influencer,young_family,612000000,1326939214,2.17,Marketing-11
CAMP-0053,NSI Senin Hemat 2025-Q4,2025-10-10,2025-10-24,apps_push,young_family,12000000,32461387,2.71,Marketing-11
CAMP-0096,NSI BBM 2025-Q4,2025-10-10,2025-11-24,sms_blast,young_family,65000000,100225043,1.54,Marketing-11
CAMP-0237,NSI Wellness 2025-Q4,2025-10-10,2025-11-24,sms_blast,senior,28000000,41298797,1.47,Marketing-4
CAMP-0289,NSI Sehat 2025-Q4,2025-10-11,2025-10-25,apps_push,b2b,20000000,62267223,3.11,Marketing-5
CAMP-0163,NSI Senin Hemat 2025-Q4,2025-10-12,2025-12-11,loyalty_program,b2b,204000000,551674168,2.7,Marketing-2
CAMP-0155,NSI Sehat 2025-Q4,2025-10-15,2025-10-22,loyalty_program,young_family,239000000,794133631,3.32,Marketing-12
CAMP-0246,NSI Sehat 2025-Q4,2025-10-16,2025-12-15,kol_influencer,b2b,653000000,1246195324,1.91,Marketing-11
CAMP-0245,NSI Senin Hemat 2025-Q4,2025-10-20,2025-12-04,loyalty_program,mass,102000000,282074980,2.77,Marketing-4
CAMP-0243,NSI Reward 2025-Q4,2025-11-03,2025-11-10,digital_ads,b2b,202000000,298667467,1.48,Marketing-8
CAMP-0174,NSI Wellness 2025-Q4,2025-11-05,2025-12-05,sms_blast,wellness_premium,68000000,124923510,1.84,Marketing-1
CAMP-0110,NSI Senin Hemat 2025-Q4,2025-11-06,2025-12-21,in_store_promo,senior,708000000,1160809020,1.64,Marketing-6
CAMP-0167,NSI Premium 2025-Q4,2025-11-07,2025-12-07,kol_influencer,b2b,534000000,1067297476,2.0,Marketing-9
CAMP-0249,NSI Senin Hemat 2025-Q4,2025-11-07,2025-12-22,digital_ads,b2b,485000000,643445101,1.33,Marketing-11
CAMP-0064,NSI Senin Hemat 2025-Q4,2025-11-08,2025-12-23,loyalty_program,mass,85000000,291296904,3.43,Marketing-5
CAMP-0123,NSI BBM 2025-Q4,2025-11-08,2025-11-22,digital_ads,senior,459000000,736382825,1.6,Marketing-10
CAMP-0264,NSI Sehat 2025-Q4,2025-11-10,2025-11-17,digital_ads,young_family,136000000,240434207,1.77,Marketing-2
CAMP-0284,NSI Sehat 2025-Q4,2025-11-12,2025-12-12,apps_push,wellness_premium,15000000,33655205,2.24,Marketing-7
CAMP-0315,NSI Sehat 2025-Q4,2025-11-13,2025-12-28,kol_influencer,young_family,361000000,770529729,2.13,Marketing-11
CAMP-0251,NSI Sehat 2025-Q4,2025-11-14,2025-11-28,in_store_promo,b2b,360000000,764510467,2.12,Marketing-2
CAMP-0137,NSI Wellness 2025-Q4,2025-11-16,2025-11-30,kol_influencer,wellness_premium,784000000,1978228624,2.52,Marketing-3
CAMP-0076,NSI Reward 2025-Q4,2025-11-17,2026-01-16,digital_ads,senior,334000000,533404460,1.6,Marketing-11
CAMP-0349,NSI BBM 2025-Q4,2025-11-17,2026-01-01,loyalty_program,b2b,86000000,339918212,3.95,Marketing-12
CAMP-0142,NSI Sehat 2025-Q4,2025-11-18,2025-12-02,in_store_promo,mass,730000000,1608082363,2.2,Marketing-5
CAMP-0097,NSI Premium 2025-Q4,2025-11-19,2025-12-03,apps_push,wellness_premium,24000000,57781581,2.41,Marketing-6
CAMP-0066,NSI Senin Hemat 2025-Q4,2025-12-02,2025-12-16,kol_influencer,mass,760000000,1963968241,2.58,Marketing-10
CAMP-0146,NSI Wellness 2025-Q4,2025-12-06,2026-01-20,loyalty_program,mass,170000000,510328373,3.0,Marketing-2
CAMP-0255,NSI Senin Hemat 2025-Q4,2025-12-06,2025-12-13,in_store_promo,mass,649000000,1576189703,2.43,Marketing-1
CAMP-0319,NSI Senin Hemat 2025-Q4,2025-12-07,2026-02-05,sms_blast,young_family,45000000,65959835,1.47,Marketing-1
CAMP-0034,NSI Senin Hemat 2025-Q4,2025-12-08,2025-12-22,apps_push,senior,26000000,64023901,2.46,Marketing-10
CAMP-0075,NSI Senin Hemat 2025-Q4,2025-12-08,2026-01-07,in_store_promo,mass,404000000,681109392,1.69,Marketing-10
CAMP-0338,NSI Premium 2025-Q4,2025-12-09,2026-01-23,in_store_promo,wellness_premium,485000000,1184719731,2.44,Marketing-6
CAMP-0015,NSI Senin Hemat 2025-Q4,2025-12-10,2026-02-08,kol_influencer,mass,532000000,1100385967,2.07,Marketing-7
CAMP-0268,NSI Wellness 2025-Q4,2025-12-12,2026-02-10,in_store_promo,senior,164000000,384299082,2.34,Marketing-4
CAMP-0345,NSI Sehat 2025-Q4,2025-12-13,2026-02-11,loyalty_program,senior,214000000,734370473,3.43,Marketing-7
CAMP-0093,NSI BBM 2025-Q4,2025-12-14,2025-12-21,loyalty_program,b2b,306000000,913092070,2.98,Marketing-10
CAMP-0232,NSI BBM 2025-Q4,2025-12-16,2025-12-30,apps_push,young_family,30000000,75200827,2.51,Marketing-5
CAMP-0350,NSI Wellness 2025-Q4,2025-12-16,2026-01-30,apps_push,mass,20000000,45013110,2.25,Marketing-2
CAMP-0275,NSI Wellness 2025-Q4,2025-12-17,2026-02-15,in_store_promo,b2b,276000000,591180411,2.14,Marketing-9
CAMP-0325,NSI Senin Hemat 2025-Q4,2025-12-17,2025-12-31,digital_ads,young_family,253000000,525638627,2.08,Marketing-1
CAMP-0344,NSI Sehat 2025-Q4,2025-12-17,2025-12-24,in_store_promo,b2b,555000000,1249506626,2.25,Marketing-5
CAMP-0003,NSI Wellness 2025-Q4,2025-12-19,2026-01-02,kol_influencer,young_family,469000000,1320623932,2.82,Marketing-5
CAMP-0008,NSI Premium 2025-Q4,2025-12-19,2026-01-18,digital_ads,b2b,139000000,185621933,1.34,Marketing-4
CAMP-0058,NSI Reward 2025-Q4,2025-12-20,2026-01-03,sms_blast,b2b,67000000,92559295,1.38,Marketing-9
